RowId,Location
453,28
454,34
455,61
456,36
457,73
458,38
459,35
460,35
461,22
462,34
463,61
464,28
465,79
466,28
467,38
468,26
469,16
470,24
471,47
472,49
473,60
474,72
475,31
476,70
477,44
478,67
479,45
480,76
481,66
482,37
483,28
484,36
485,58
486,38
487,73
488,38
489,35
490,38
491,22
492,36
493,56
494,30
495,80
496,32
497,42
498,28
499,14
500,32
501,48
502,58
503,60
504,79
505,31
506,79
507,47
508,75
509,46
510,85
511,64
512,37
513,32
514,39
515,58
516,38
517,69
518,36
519,37
520,38
521,27
522,38
523,56
524,30
525,75
526,28
527,41
528,32
529,19
530,32
531,50
532,62
533,64
534,71
535,33
536,72
537,51
538,69
539,49
540,79
541,64
542,36
543,30
544,36
545,59
546,36
547,69
548,36
549,34
550,36
551,24
552,38
553,55
554,31
555,74
556,29
557,36
558,31
559,18
560,33
561,49
562,55
563,60
564,75
565,37
566,75
567,49
568,71
569,49
570,82
571,64
572,34
573,28
574,34
575,58
576,35
577,71
578,36
579,37
580,37
581,22
582,36
583,57
584,24
585,76
586,28
587,36
588,24
589,15
590,28
591,48
592,51
593,62
594,71
595,33
596,72
597,48
598,65
599,48
600,82
601,64
602,36
603,32
604,36
605,57
606,36
607,70
608,36
609,37
610,38
611,24
612,36
613,53
614,30
615,78
616,28
617,40
618,30
619,17
620,31
621,46
622,57
623,64
624,73
625,35
626,74
627,48
628,71
629,48
630,78
631,66
632,38
633,31
634,36
635,61
636,38
637,74
638,39
639,36
640,36
641,24
642,37
643,56
644,27
645,81
646,28
647,41
648,26
649,18
650,26
651,46
652,62
653,62
654,72
655,33
656,70
657,48
658,69
659,48
660,76
661,66
662,38
663,30
664,36
665,63
666,38
667,73
668,39
669,37
670,36
671,24
672,36
673,56
674,30
675,83
676,32
677,41
678,28
679,16
680,30
681,49
682,52
683,62
684,76
685,35
686,76
687,48
688,71
689,48
690,83
691,65
692,40
693,33
694,36
695,58
696,40
697,70
698,42
699,38
700,36
701,26
702,34
703,54
704,32
705,79
706,34
707,40
708,30
709,21
710,25
711,43
712,65
713,56
714,74
715,30
716,69
717,42
718,72
719,40
720,74
721,66
722,34
723,30
724,39
725,58
726,34
727,72
728,35
729,36
730,38
731,24
732,40
733,57
734,26
735,77
736,26
737,36
738,29
739,19
740,30
741,47
742,47
743,64
744,69
745,39
746,72
747,48
748,63
749,50
750,77
751,68
752,34
753,26
754,40
755,60
756,36
757,74
758,34
759,34
760,40
761,18
762,42
763,57
764,26
765,80
766,24
767,34
768,31
769,13
770,33
771,49
772,58
773,70
774,72
775,39
776,76
777,50
778,72
779,52
780,74
781,67
782,36
783,28
784,37
785,60
786,38
787,75
788,38
789,32
790,37
791,22
792,38
793,54
794,33
795,79
796,30
797,37
798,33
799,17
800,30
801,46
802,57
803,62
804,77
805,35
806,77
807,46
808,73
809,46
810,87
811,68
812,36
813,28
814,36
815,62
816,36
817,75
818,38
819,34
820,36
821,23
822,36
823,57
824,28
825,82
826,31
827,38
828,27
829,17
830,29
831,47
832,51
833,62
834,75
835,33
836,75
837,48
838,71
839,46
840,84
841,67
842,36
843,28
844,36
845,60
846,39
847,73
848,36
849,35
850,37
851,22
852,36
853,57
854,31
855,79
856,28
857,34
858,31
859,15
860,31
861,47
862,59
863,60
864,81
865,37
866,81
867,47
868,77
869,48
870,89
871,64
872,36
873,31
874,38
875,58
876,37
877,70
878,36
879,36
880,38
881,25
882,37
883,57
884,26
885,78
886,26
887,40
888,31
889,19
890,31
891,48
892,56
893,62
894,74
895,35
896,74
897,49
898,71
899,49
900,83
901,67
902,41
903,30
904,39
905,58
906,40
907,73
908,40
909,37
910,38
911,22
912,38
913,55
914,31
915,79
916,35
917,43
918,29
919,14
920,33
921,48
922,59
923,62
924,80
925,29
926,78
927,46
928,76
929,47
930,83
931,66
932,36
933,29
934,36
935,61
936,39
937,72
938,38
939,35
940,39
941,24
942,38
943,57
944,30
945,80
946,31
947,38
948,30
949,17
950,31
951,50
952,51
953,62
954,74
955,37
956,75
957,50
958,69
959,51
960,82
961,66
962,34
963,28
964,36
965,58
966,35
967,71
968,36
969,35
970,37
971,22
972,37
973,58
974,27
975,78
976,27
977,36
978,29
979,17
980,29
981,46
982,44
983,58
984,72
985,35
986,72
987,49
988,61
989,48
990,80
991,67
992,38
993,30
994,38
995,60
996,38
997,74
998,39
999,37
1000,38
1001,26
1002,38
1003,58
1004,28
1005,79
1006,28
1007,41
1008,28
1009,20
1010,29
1011,48
1012,62
1013,62
1014,71
1015,35
1016,70
1017,48
1018,69
1019,48
1020,77
1021,64
1022,34
1023,32
1024,32
1025,58
1026,34
1027,68
1028,34
1029,37
1030,35
1031,26
1032,33
1033,59
1034,31
1035,75
1036,30
1037,41
1038,31
1039,22
1040,29
1041,46
1042,54
1043,56
1044,68
1045,35
1046,65
1047,44
1048,65
1049,44
1050,73
1051,64
1052,42
1053,32
1054,40
1055,58
1056,41
1057,70
1058,42
1059,38
1060,40
1061,25
1062,40
1063,56
1064,26
1065,78
1066,31
1067,40
1068,26
1069,17
1070,31
1071,48
1072,60
1073,62
1074,75
1075,33
1076,75
1077,49
1078,69
1079,48
1080,86
1081,66
1082,36
1083,28
1084,35
1085,60
1086,39
1087,73
1088,38
1089,36
1090,36
1091,22
1092,36
1093,59
1094,28
1095,80
1096,33
1097,40
1098,29
1099,16
1100,27
1101,48
1102,51
1103,63
1104,76
1105,33
1106,76
1107,46
1108,71
1109,47
1110,87
1111,67
1112,38
1113,29
1114,36
1115,60
1116,41
1117,75
1118,40
1119,36
1120,39
1121,22
1122,36
1123,59
1124,27
1125,81
1126,30
1127,38
1128,27
1129,16
1130,27
1131,48
1132,59
1133,58
1134,84
1135,36
1136,83
1137,49
1138,77
1139,48
1140,91
1141,67
1142,38
1143,28
1144,38
1145,58
1146,38
1147,72
1148,38
1149,34
1150,38
1151,22
1152,40
1153,56
1154,29
1155,76
1156,30
1157,36
1158,26
1159,16
1160,33
1161,49
1162,55
1163,62
1164,75
1165,35
1166,74
1167,48
1168,69
1169,48
1170,84
1171,65
1172,36
1173,31
1174,36
1175,57
1176,36
1177,71
1178,36
1179,36
1180,38
1181,23
1182,36
1183,54
1184,28
1185,79
1186,28
1187,40
1188,28
1189,15
1190,29
1191,47
1192,57
1193,64
1194,72
1195,32
1196,73
1197,46
1198,71
1199,46
1200,80
1201,66
1202,39
1203,31
1204,40
1205,58
1206,40
1207,73
1208,40
1209,36
1210,42
1211,22
1212,42
1213,54
1214,30
1215,77
1216,30
1217,36
1218,30
1219,17
1220,37
1221,46
1222,53
1223,64
1224,78
1225,33
1226,79
1227,49
1228,71
1229,49
1230,82
1231,67
1232,38
1233,30
1234,37
1235,58
1236,38
1237,73
1238,38
1239,37
1240,37
1241,22
1242,36
1243,59
1244,26
1245,80
1246,30
1247,38
1248,26
1249,16
1250,28
1251,48
1252,55
1253,62
1254,73
1255,31
1256,73
1257,48
1258,69
1259,49
1260,78
1261,66
1262,36
1263,26
1264,34
1265,61
1266,36
1267,73
1268,36
1269,33
1270,35
1271,21
1272,36
1273,57
1274,24
1275,79
1276,26
1277,36
1278,22
1279,12
1280,24
1281,43
1282,62
1283,58
1284,72
1285,30
1286,71
1287,45
1288,69
1289,44
1290,80
1291,66
1292,35
1293,33
1294,32
1295,60
1296,34
1297,71
1298,36
1299,39
1300,35
1301,28
1302,33
1303,59
1304,29
1305,77
1306,30
1307,40
1308,29
1309,24
1310,24
1311,48
1312,53
1313,56
1314,68
1315,37
1316,66
1317,46
1318,64
1319,46
1320,74
1321,65
1322,34
1323,29
1324,36
1325,58
1326,37
1327,71
1328,37
1329,34
1330,37
1331,22
1332,37
1333,57
1334,28
1335,78
1336,27
1337,36
1338,29
1339,17
1340,31
1341,46
1342,45
1343,60
1344,71
1345,35
1346,72
1347,46
1348,63
1349,48
1350,78
1351,64
1352,36
1353,33
1354,37
1355,58
1356,36
1357,69
1358,37
1359,37
1360,37
1361,26
1362,36
1363,54
1364,30
1365,74
1366,28
1367,40
1368,30
1369,22
1370,29
1371,44
1372,56
1373,61
1374,76
1375,32
1376,74
1377,44
1378,71
1379,45
1380,83
1381,71
1382,36
1383,32
1384,36
1385,64
1386,39
1387,79
1388,39
1389,39
1390,37
1391,24
1392,36
1393,59
1394,21
1395,85
1396,29
1397,43
1398,20
1399,19
1400,27
1401,46
1402,49
1403,60
1404,76
1405,29
1406,73
1407,44
1408,62
1409,43
1410,83
1411,68
1412,36
1413,32
1414,37
1415,60
1416,38
1417,72
1418,37
1419,37
1420,37
1421,27
1422,36
1423,58
1424,28
1425,79
1426,28
1427,41
1428,28
1429,18
1430,28
1431,49
1432,62
1433,64
1434,74
1435,35
1436,78
1437,49
1438,73
1439,49
1440,85
1441,68
1442,39
1443,28
1444,34
1445,60
1446,39
1447,77
1448,40
1449,37
1450,37
1451,22
1452,36
1453,57
1454,31
1455,83
1456,33
1457,38
1458,30
1459,16
1460,29
1461,46
1462,57
1463,61
1464,79
1465,32
1466,77
1467,44
1468,72
1469,45
1470,85
1471,65
1472,38
1473,27
1474,40
1475,58
1476,38
1477,71
1478,38
1479,33
1480,40
1481,19
1482,42
1483,54
1484,31
1485,77
1486,28
1487,34
1488,33
1489,13
1490,34
1491,47
1492,51
1493,65
1494,75
1495,32
1496,78
1497,49
1498,69
1499,49
1500,80
1501,69
1502,37
1503,28
1504,36
1505,60
1506,36
1507,75
1508,36
1509,37
1510,37
1511,22
1512,36
1513,59
1514,31
1515,81
1516,28
1517,38
1518,31
1519,14
1520,31
1521,47
1522,60
1523,60
1524,82
1525,37
1526,82
1527,49
1528,77
1529,48
1530,90
1531,65
1532,38
1533,33
1534,36
1535,60
1536,39
1537,70
1538,38
1539,39
1540,39
1541,24
1542,37
1543,56
1544,30
1545,76
1546,30
1547,41
1548,30
1549,23
1550,26
1551,48
1552,58
1553,60
1554,74
1555,35
1556,74
1557,49
1558,68
1559,46
1560,83
1561,67
1562,39
1563,32
1564,39
1565,60
1566,40
1567,73
1568,40
1569,38
1570,40
1571,24
1572,38
1573,55
1574,30
1575,80
1576,32
1577,42
1578,31
1579,16
1580,33
1581,47
1582,59
1583,62
1584,80
1585,33
1586,78
1587,49
1588,76
1589,47
1590,85
1591,67
1592,36
1593,30
1594,34
1595,58
1596,37
1597,73
1598,38
1599,34
1600,37
1601,24
1602,35
1603,55
1604,30
1605,81
1606,31
1607,39
1608,30
1609,18
1610,25
1611,43
1612,55
1613,56
1614,74
1615,29
1616,73
1617,44
1618,70
1619,44
1620,78
1621,66
1622,38
1623,30
1624,38
1625,61
1626,38
1627,72
1628,39
1629,34
1630,38
1631,25
1632,38
1633,56
1634,28
1635,79
1636,30
1637,43
1638,28
1639,18
1640,31
1641,47
1642,62
1643,62
1644,72
1645,35
1646,71
1647,48
1648,69
1649,49
1650,81
1651,66
1652,38
1653,28
1654,36
1655,61
1656,38
1657,73
1658,39
1659,35
1660,39
1661,25
1662,36
1663,56
1664,30
1665,81
1666,32
1667,39
1668,30
1669,16
1670,29
1671,49
1672,53
1673,60
1674,79
1675,37
1676,78
1677,48
1678,71
1679,48
1680,86
1681,66
1682,39
1683,31
1684,38
1685,59
1686,39
1687,70
1688,38
1689,37
1690,40
1691,22
1692,40
1693,56
1694,32
1695,76
1696,30
1697,41
1698,32
1699,16
1700,32
1701,48
1702,62
1703,62
1704,74
1705,34
1706,76
1707,49
1708,72
1709,48
1710,81
1711,66
1712,36
1713,28
1714,36
1715,60
1716,38
1717,75
1718,38
1719,37
1720,38
1721,20
1722,38
1723,57
1724,24
1725,80
1726,28
1727,36
1728,24
1729,16
1730,31
1731,49
1732,52
1733,66
1734,75
1735,33
1736,75
1737,48
1738,67
1739,49
1740,85
1741,69
1742,38
1743,30
1744,36
1745,63
1746,40
1747,75
1748,40
1749,34
1750,38
1751,25
1752,36
1753,57
1754,32
1755,80
1756,32
1757,38
1758,30
1759,18
1760,29
1761,48
1762,56
1763,62
1764,75
1765,33
1766,74
1767,48
1768,72
1769,47
1770,85
1771,63
1772,34
1773,30
1774,37
1775,57
1776,37
1777,67
1778,35
1779,35
1780,37
1781,24
1782,36
1783,55
1784,27
1785,72
1786,27
1787,39
1788,30
1789,19
1790,28
1791,47
1792,56
1793,61
1794,70
1795,33
1796,70
1797,46
1798,67
1799,47
1800,79
1801,68
1802,36
1803,28
1804,38
1805,60
1806,37
1807,74
1808,38
1809,35
1810,39
1811,23
1812,38
1813,59
1814,26
1815,80
1816,29
1817,36
1818,26
1819,14
1820,30
1821,50
1822,57
1823,64
1824,75
1825,34
1826,77
1827,51
1828,73
1829,50
1830,86
1831,67
1832,40
1833,30
1834,38
1835,60
1836,40
1837,75
1838,40
1839,34
1840,38
1841,22
1842,38
1843,56
1844,32
1845,81
1846,35
1847,42
1848,30
1849,15
1850,33
1851,46
1852,64
1853,62
1854,81
1855,29
1856,79
1857,47
1858,77
1859,67
1860,33
1861,26
1862,36
1863,61
1864,33
1865,73
1866,34
1867,35
1868,37
1869,20
1870,38
1871,58
1872,23
1873,77
1874,24
1875,35
1876,24
1877,12
1878,30
1879,49
1880,54
1881,62
1882,75
1883,37
1884,74
1885,50
1886,69
1887,48
1888,82
1889,67
1890,39
1891,28
1892,36
1893,60
1894,39
1895,73
1896,38
1897,35
1898,36
1899,22
1900,36
1901,55
1902,30
1903,79
1904,30
1905,40
1906,27
1907,12
1908,29
1909,49
1910,58
1911,58
1912,77
1913,35
1914,75
1915,47
1916,71
1917,47
1918,84
1919,66
1920,41
1921,29
1922,36
1923,60
1924,40
1925,73
1926,43
1927,35
1928,38
1929,22
1930,36
1931,58
1932,30
1933,81
1934,34
1935,39
1936,28
1937,16
1938,27
1939,46
1940,61
1941,58
1942,84
1943,33
1944,85
1945,47
1946,81
1947,46
1948,92
1949,66
1950,38
1951,31
1952,38
1953,60
1954,38
1955,72
1956,39
1957,36
1958,38
1959,27
1960,38
1961,57
1962,28
1963,79
1964,30
1965,43
1966,29
1967,20
1968,28
1969,46
1970,62
1971,60
1972,70
1973,37
1974,69
1975,48
1976,67
1977,48
1978,78
1979,66
1980,37
1981,31
1982,36
1983,61
1984,36
1985,70
1986,36
1987,37
1988,36
1989,24
1990,36
1991,55
1992,30
1993,77
1994,28
1995,40
1996,28
1997,19
1998,28
1999,51
2000,53
2001,62
2002,74
2003,37
2004,74
2005,50
2006,69
2007,51
2008,85
2009,64
2010,34
2011,29
2012,36
2013,58
2014,37
2015,71
2016,36
2017,37
2018,36
2019,24
2020,38
2021,57
2022,27
2023,79
2024,28
2025,36
2026,29
2027,19
2028,29
2029,47
2030,44
2031,62
2032,69
2033,33
2034,70
2035,46
2036,65
2037,46
2038,70
2039,66
2040,34
2041,32
2042,37
2043,63
2044,36
2045,73
2046,34
2047,37
2048,36
2049,24
2050,36
2051,59
2052,29
2053,77
2054,29
2055,41
2056,31
2057,20
2058,32
2059,52
2060,56
2061,64
2062,73
2063,37
2064,74
2065,51
2066,71
2067,51
2068,79
2069,66
2070,32
2071,31
2072,37
2073,59
2074,34
2075,72
2076,34
2077,37
2078,35
2079,25
2080,38
2081,59
2082,24
2083,77
2084,24
2085,38
2086,29
2087,19
2088,31
2089,46
2090,44
2091,64
2092,68
2093,37
2094,71
2095,50
2096,65
2097,50
2098,74
2099,67
2100,36
2101,28
2102,38
2103,59
2104,36
2105,74
2106,36
2107,36
2108,38
2109,20
2110,40
2111,57
2112,26
2113,81
2114,28
2115,38
2116,29
2117,15
2118,35
2119,48
2120,60
2121,70
2122,68
2123,33
2124,72
2125,48
2126,70
2127,50
2128,80
2129,68
2130,30
2131,29
2132,33
2133,62
2134,32
2135,75
2136,31
2137,36
2138,33
2139,22
2140,34
2141,61
2142,21
2143,83
2144,22
2145,36
2146,22
2147,15
2148,27
2149,50
2150,47
2151,66
2152,73
2153,37
2154,72
2155,50
2156,67
2157,50
2158,83
2159,65
2160,39
2161,26
2162,40
2163,58
2164,40
2165,73
2166,39
2167,33
2168,40
2169,18
2170,41
2171,53
2172,31
2173,78
2174,28
2175,34
2176,33
2177,12
2178,34
2179,44
2180,53
2181,60
2182,80
2183,35
2184,82
2185,46
2186,71
2187,49
2188,90
2189,65
2190,38
2191,30
2192,37
2193,61
2194,38
2195,71
2196,38
2197,37
2198,36
2199,27
2200,38
2201,55
2202,28
2203,77
2204,28
2205,40
2206,28
2207,18
2208,28
2209,46
2210,60
2211,60
2212,71
2213,37
2214,69
2215,48
2216,65
2217,49
2218,79
2219,66
2220,35
2221,30
2222,36
2223,63
2224,36
2225,73
2226,36
2227,37
2228,37
2229,24
2230,36
2231,58
2232,28
2233,80
2234,28
2235,40
2236,29
2237,18
2238,26
2239,50
2240,51
2241,64
2242,72
2243,37
2244,73
2245,51
2246,67
2247,50
2248,79
2249,70
2250,34
2251,28
2252,36
2253,62
2254,37
2255,77
2256,37
2257,35
2258,38
2259,20
2260,39
2261,57
2262,21
2263,82
2264,27
2265,39
2266,23
2267,12
2268,30
2269,47
2270,51
2271,65
2272,79
2273,31
2274,78
2275,46
2276,71
2277,46
2278,87
2279,66
2280,36
2281,30
2282,36
2283,61
2284,36
2285,73
2286,38
2287,37
2288,37
2289,24
2290,36
2291,55
2292,30
2293,79
2294,32
2295,42
2296,28
2297,17
2298,31
2299,48
2300,59
2301,58
2302,78
2303,35
2304,77
2305,47
2306,75
2307,47
2308,85
2309,66
2310,40
2311,29
2312,38
2313,58
2314,40
2315,73
2316,40
2317,35
2318,38
2319,22
2320,38
2321,58
2322,33
2323,80
2324,32
2325,38
2326,31
2327,16
2328,31
2329,47
2330,66
2331,58
2332,84
2333,33
2334,85
2335,47
2336,81
2337,47
2338,93
2339,69
2340,37
2341,30
2342,34
2343,62
2344,36
2345,75
2346,36
2347,35
2348,37
2349,24
2350,36
2351,61
2352,27
2353,80
2354,28
2355,38
2356,26
2357,18
2358,26
2359,49
2360,49
2361,62
2362,74
2363,35
2364,73
2365,49
2366,64
2367,49
2368,82
2369,67
2370,36
2371,30
2372,38
2373,60
2374,38
2375,72
2376,36
2377,37
2378,39
2379,24
2380,40
2381,56
2382,30
2383,78
2384,28
2385,38
2386,30
2387,19
2388,30
2389,53
2390,54
2391,68
2392,71
2393,35
2394,73
2395,52
2396,69
2397,53
2398,79
2399,64
2400,36
2401,30
2402,36
2403,58
2404,38
2405,70
2406,38
2407,37
2408,36
2409,25
2410,38
2411,57
2412,28
2413,77
2414,33
2415,38
2416,28
2417,17
2418,30
2419,48
2420,53
2421,60
2422,72
2423,36
2424,73
2425,49
2426,67
2427,49
2428,81
2429,66
2430,34
2431,30
2432,35
2433,60
2434,37
2435,73
2436,36
2437,34
2438,34
2439,24
2440,35
2441,59
2442,26
2443,78
2444,31
2445,38
2446,28
2447,19
2448,29
2449,49
2450,57
2451,60
2452,73
2453,33
2454,71
2455,47
2456,69
2457,47
2458,78
2459,67
2460,38
2461,31
2462,35
2463,61
2464,38
2465,75
2466,39
2467,36
2468,36
2469,22
2470,36
2471,58
2472,27
2473,81
2474,28
2475,39
2476,24
2477,16
2478,28
2479,44
2480,62
2481,60
2482,74
2483,33
2484,70
2485,47
2486,69
2487,47
2488,81
2489,69
2490,38
2491,30
2492,36
2493,63
2494,38
2495,75
2496,39
2497,36
2498,36
2499,24
2500,36
2501,56
2502,29
2503,81
2504,28
2505,40
2506,26
2507,16
2508,28
2509,47
2510,64
2511,61
2512,74
2513,35
2514,72
2515,49
2516,72
2517,49
2518,80
2519,67
2520,39
2521,31
2522,39
2523,60
2524,38
2525,71
2526,39
2527,37
2528,39
2529,24
2530,37
2531,59
2532,30
2533,77
2534,28
2535,38
2536,30
2537,19
2538,29
2539,47
2540,66
2541,61
2542,78
2543,33
2544,78
2545,47
2546,75
2547,46
2548,86
2549,65
2550,42
2551,28
2552,38
2553,58
2554,43
2555,73
2556,42
2557,35
2558,41
2559,22
2560,38
2561,58
2562,33
2563,81
2564,35
2565,38
2566,31
2567,16
2568,31
2569,47
2570,62
2571,58
2572,86
2573,35
2574,86
2575,46
2576,81
2577,47
2578,93
2579,68
2580,39
2581,28
2582,38
2583,61
2584,38
2585,74
2586,40
2587,35
2588,38
2589,23
2590,38
2591,60
2592,32
2593,79
2594,31
2595,37
2596,32
2597,18
2598,28
2599,48
2600,58
2601,62
2602,72
2603,33
2604,71
2605,49
2606,67
2607,49
2608,81
2609,67
2610,38
2611,31
2612,36
2613,60
2614,37
2615,74
2616,38
2617,36
2618,37
2619,21
2620,38
2621,55
2622,32
2623,79
2624,30
2625,40
2626,30
2627,15
2628,32
2629,48
2630,54
2631,64
2632,75
2633,33
2634,76
2635,49
2636,73
2637,50
2638,84
2639,67
2640,36
2641,28
2642,36
2643,60
2644,36
2645,70
2646,36
2647,35
2648,36
2649,22
2650,36
2651,57
2652,29
2653,79
2654,28
2655,40
2656,26
2657,13
2658,26
2659,48
2660,56
2661,58
2662,74
2663,35
2664,74
2665,48
2666,66
2667,46
2668,83
2669,65
2670,38
2671,29
2672,38
2673,58
2674,38
2675,73
2676,40
2677,35
2678,38
2679,23
2680,38
2681,57
2682,28
2683,78
2684,32
2685,36
2686,26
2687,15
2688,32
2689,48
2690,53
2691,60
2692,75
2693,33
2694,76
2695,47
2696,69
2697,47
2698,86
2699,67
2700,38
2701,28
2702,37
2703,60
2704,38
2705,74
2706,38
2707,35
2708,38
2709,22
2710,38
2711,59
2712,30
2713,81
2714,29
2715,36
2716,28
2717,14
2718,28
2719,47
2720,53
2721,62
2722,78
2723,35
2724,80
2725,49
2726,71
2727,49
2728,87
2729,66
2730,38
2731,30
2732,36
2733,61
2734,38
2735,71
2736,39
2737,35
2738,36
2739,25
2740,36
2741,58
2742,30
2743,77
2744,28
2745,41
2746,30
2747,17
2748,29
2749,49
2750,63
2751,63
2752,76
2753,33
2754,76
2755,46
2756,70
2757,46
2758,83
2759,69
2760,38
2761,30
2762,36
2763,63
2764,38
2765,73
2766,40
2767,34
2768,36
2769,24
2770,36
2771,56
2772,32
2773,80
2774,33
2775,40
2776,31
2777,18
2778,28
2779,49
2780,54
2781,60
2782,75
2783,33
2784,74
2785,47
2786,69
2787,46
2788,82
2789,69
2790,36
2791,30
2792,34
2793,60
2794,37
2795,77
2796,38
2797,37
2798,34
2799,20
2800,34
2801,61
2802,26
2803,83
2804,31
2805,41
2806,27
2807,15
2808,27
2809,47
2810,51
2811,62
2812,74
2813,27
2814,71
2815,46
2816,65
2817,45
2818,80
2819,67
2820,37
2821,28
2822,36
2823,61
2824,36
2825,73
2826,38
2827,34
2828,36
2829,22
2830,36
2831,60
2832,28
2833,79
2834,29
2835,36
2836,28
2837,19
2838,26
2839,48
2840,53
2841,62
2842,72
2843,33
2844,73
2845,49
2846,67
2847,49
2848,80
2849,67
2850,36
2851,30
2852,34
2853,60
2854,37
2855,72
2856,36
2857,35
2858,37
2859,24
2860,36
2861,56
2862,28
2863,78
2864,29
2865,41
2866,27
2867,14
2868,28
2869,46
2870,53
2871,60
2872,70
2873,33
2874,69
2875,47
2876,67
2877,47
2878,79
2879,67
2880,38
2881,28
2882,38
2883,61
2884,38
2885,74
2886,38
2887,36
2888,38
2889,21
2890,40
2891,56
2892,26
2893,83
2894,30
2895,38
2896,26
2897,13
2898,33
2899,47
2900,54
2901,64
2902,78
2903,31
2904,80
2905,46
2906,71
2907,49
2908,88
2909,65
2910,38
2911,26
2912,41
2913,57
2914,40
2915,70
2916,38
2917,32
2918,40
2919,19
2920,43
2921,52
2922,29
2923,74
2924,29
2925,35
2926,30
2927,10
2928,32
2929,46
2930,58
2931,64
2932,72
2933,30
2934,76
2935,49
2936,68
2937,48
2938,82
2939,64
2940,34
2941,30
2942,34
2943,58
2944,37
2945,71
2946,36
2947,37
2948,34
2949,24
2950,34
2951,55
2952,28
2953,78
2954,31
2955,44
2956,26
2957,17
2958,29
2959,48
2960,58
2961,56
2962,76
2963,35
2964,76
2965,47
2966,71
2967,47
2968,82
2969,64
2970,40
2971,28
2972,34
2973,57
2974,41
2975,70
2976,40
2977,34
2978,37
2979,23
2980,35
2981,53
2982,30
2983,77
2984,36
2985,40
2986,28
2987,15
2988,28
2989,44
2990,62
2991,50
2992,80
2993,29
2994,77
2995,40
2996,75
2997,41
